Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Review,Positive,Neutral,Negative,Compound,Sentiment
ID2613,Becky,2021-02-15,11:48:29,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2614,Jim,2021-02-15,11:48:29,Payment related,Y,Y,94.0,00:01:03,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2615,Joe,2021-02-15,12:07:12,Contract related,Y,Y,107.0,00:02:16,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2616,Diane,2021-02-15,12:07:12,Admin Support,Y,Y,79.0,00:05:33,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2617,Dan,2021-02-15,12:21:36,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2618,Becky,2021-02-15,12:21:36,Admin Support,Y,Y,59.0,00:02:05,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2619,Dan,2021-02-15,12:38:53,Technical Support,Y,N,117.0,00:04:54,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2620,Martha,2021-02-15,12:38:53,Streaming,Y,Y,37.0,00:01:51,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2621,Dan,2021-02-15,13:00:29,Admin Support,Y,Y,94.0,00:05:20,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2622,Becky,2021-02-15,13:00:29,Technical Support,Y,Y,120.0,00:02:45,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2623,Jim,2021-02-15,13:26:24,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2624,Martha,2021-02-15,13:26:24,Streaming,Y,Y,50.0,00:06:47,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2625,Becky,2021-02-15,13:39:22,Payment related,Y,Y,47.0,00:02:28,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2626,Stewart,2021-02-15,13:39:22,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2627,Dan,2021-02-15,13:42:14,Admin Support,Y,Y,118.0,00:02:53,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2628,Becky,2021-02-15,13:42:14,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2629,Greg,2021-02-15,14:28:19,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2630,Jim,2021-02-15,14:28:19,Technical Support,Y,Y,14.0,00:01:13,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2631,Dan,2021-02-15,14:29:46,Technical Support,Y,Y,88.0,00:01:09,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2632,Joe,2021-02-15,14:29:46,Streaming,Y,Y,124.0,00:00:52,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2633,Diane,2021-02-15,14:44:10,Payment related,Y,Y,18.0,00:00:48,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2634,Dan,2021-02-15,14:44:10,Admin Support,Y,Y,22.0,00:02:05,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2635,Jim,2021-02-15,14:51:22,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2636,Becky,2021-02-15,14:51:22,Streaming,Y,Y,94.0,00:06:18,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2637,Becky,2021-02-15,14:57:07,Technical Support,Y,N,54.0,00:03:36,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2638,Greg,2021-02-15,14:57:07,Contract related,Y,N,44.0,00:03:17,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2639,Greg,2021-02-15,15:46:05,Admin Support,Y,Y,28.0,00:04:23,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2640,Jim,2021-02-15,15:46:05,Payment related,Y,Y,103.0,00:03:12,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2641,Joe,2021-02-15,15:47:31,Technical Support,Y,Y,25.0,00:00:47,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2642,Becky,2021-02-15,15:47:31,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2643,Jim,2021-02-15,16:01:55,Streaming,Y,Y,84.0,00:04:10,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2644,Dan,2021-02-15,16:01:55,Streaming,Y,Y,36.0,00:03:57,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2645,Becky,2021-02-15,17:11:02,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2646,Stewart,2021-02-15,17:11:02,Payment related,Y,Y,42.0,00:03:41,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2647,Dan,2021-02-15,17:18:14,Streaming,Y,Y,124.0,00:03:51,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2648,Stewart,2021-02-15,17:18:14,Technical Support,Y,Y,99.0,00:03:40,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2649,Diane,2021-02-15,17:19:41,Streaming,Y,Y,124.0,00:04:23,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2650,Greg,2021-02-15,17:19:41,Admin Support,Y,Y,55.0,00:06:25,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2651,Dan,2021-02-15,17:45:36,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2652,Jim,2021-02-15,17:45:36,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2653,Greg,2021-02-16,09:07:12,Admin Support,Y,Y,64.0,00:05:06,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2654,Diane,2021-02-16,09:07:12,Technical Support,Y,Y,82.0,00:04:54,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2655,Diane,2021-02-16,10:04:48,Streaming,Y,Y,50.0,00:03:19,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2656,Stewart,2021-02-16,10:04:48,Contract related,Y,Y,100.0,00:03:42,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2657,Jim,2021-02-16,10:23:31,Admin Support,Y,Y,26.0,00:06:54,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2658,Dan,2021-02-16,10:23:31,Payment related,Y,Y,75.0,00:04:14,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2659,Greg,2021-02-16,10:30:43,Technical Support,Y,Y,26.0,00:06:28,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2660,Dan,2021-02-16,10:30:43,Payment related,Y,Y,21.0,00:05:08,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2661,Stewart,2021-02-16,10:30:43,Admin Support,Y,Y,53.0,00:00:31,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2662,Greg,2021-02-16,10:30:43,Streaming,Y,Y,109.0,00:02:37,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2663,Becky,2021-02-16,11:06:43,Streaming,Y,Y,108.0,00:06:04,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2664,Stewart,2021-02-16,11:06:43,Contract related,Y,Y,58.0,00:05:16,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2665,Stewart,2021-02-16,11:12:29,Payment related,Y,Y,14.0,00:05:51,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2666,Martha,2021-02-16,11:12:29,Contract related,Y,Y,74.0,00:05:31,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2667,Jim,2021-02-16,11:18:14,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2668,Jim,2021-02-16,11:18:14,Streaming,Y,Y,54.0,00:02:46,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2669,Greg,2021-02-16,11:26:53,Streaming,Y,Y,18.0,00:03:43,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2670,Joe,2021-02-16,11:26:53,Payment related,Y,Y,39.0,00:06:13,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2671,Martha,2021-02-16,12:10:05,Payment related,Y,Y,31.0,00:03:17,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2672,Diane,2021-02-16,12:10:05,Technical Support,Y,Y,118.0,00:05:00,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2673,Diane,2021-02-16,12:50:24,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2674,Joe,2021-02-16,12:50:24,Contract related,Y,Y,118.0,00:05:58,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2675,Jim,2021-02-16,13:03:22,Payment related,Y,Y,69.0,00:03:37,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2676,Greg,2021-02-16,13:03:22,Payment related,Y,Y,125.0,00:06:21,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2677,Dan,2021-02-16,14:26:53,Streaming,Y,N,47.0,00:02:41,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2678,Joe,2021-02-16,14:26:53,Payment related,Y,Y,53.0,00:01:04,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2679,Diane,2021-02-16,14:48:29,Streaming,Y,N,55.0,00:04:37,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2680,Martha,2021-02-16,14:48:29,Admin Support,Y,Y,91.0,00:05:30,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2681,Joe,2021-02-16,14:54:14,Technical Support,Y,Y,37.0,00:05:23,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2682,Jim,2021-02-16,14:54:14,Admin Support,Y,Y,118.0,00:04:53,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2683,Dan,2021-02-16,15:07:12,Technical Support,Y,Y,37.0,00:05:36,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2684,Becky,2021-02-16,15:07:12,Admin Support,Y,Y,124.0,00:04:04,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2685,Greg,2021-02-16,15:20:10,Technical Support,Y,Y,105.0,00:01:35,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2686,Diane,2021-02-16,15:20:10,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2687,Greg,2021-02-16,15:34:34,Technical Support,Y,Y,36.0,00:03:27,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2688,Martha,2021-02-16,15:34:34,Streaming,Y,Y,87.0,00:06:52,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2689,Becky,2021-02-16,16:04:48,Technical Support,Y,Y,98.0,00:05:02,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2690,Dan,2021-02-16,16:04:48,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2691,Joe,2021-02-16,16:14:53,Payment related,Y,Y,37.0,00:02:51,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2692,Jim,2021-02-16,16:14:53,Streaming,Y,Y,65.0,00:04:48,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2693,Diane,2021-02-16,16:24:58,Contract related,Y,Y,117.0,00:06:27,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2694,Dan,2021-02-16,16:24:58,Streaming,Y,Y,70.0,00:01:42,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2695,Greg,2021-02-16,16:29:17,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2696,Becky,2021-02-16,16:29:17,Streaming,Y,Y,30.0,00:05:33,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2697,Becky,2021-02-16,16:32:10,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2698,Jim,2021-02-16,16:32:10,Technical Support,Y,N,53.0,00:04:39,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2699,Becky,2021-02-16,17:12:29,Streaming,Y,Y,69.0,00:05:11,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2700,Stewart,2021-02-16,17:12:29,Contract related,Y,Y,109.0,00:04:10,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2701,Dan,2021-02-16,17:28:19,Technical Support,Y,Y,17.0,00:00:42,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2702,Martha,2021-02-16,17:28:19,Streaming,Y,Y,109.0,00:04:52,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2703,Greg,2021-02-16,17:31:12,Contract related,Y,Y,50.0,00:05:46,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2704,Becky,2021-02-16,17:31:12,Admin Support,Y,N,22.0,00:03:31,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2705,Diane,2021-02-16,17:45:36,Contract related,Y,Y,100.0,00:02:35,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2706,Stewart,2021-02-16,17:45:36,Streaming,Y,Y,101.0,00:05:15,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2707,Becky,2021-02-16,17:52:48,Payment related,Y,Y,15.0,00:02:49,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2708,Diane,2021-02-16,17:52:48,Contract related,Y,Y,59.0,00:04:29,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2709,Stewart,2021-02-17,09:01:26,Contract related,Y,Y,93.0,00:03:15,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2710,Becky,2021-02-17,09:01:26,Payment related,Y,Y,81.0,00:06:25,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2711,Jim,2021-02-17,09:17:17,Admin Support,Y,Y,20.0,00:02:11,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2712,Greg,2021-02-17,09:17:17,Contract related,Y,Y,47.0,00:00:35,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2713,Diane,2021-02-17,09:23:02,Admin Support,Y,N,17.0,00:03:02,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2714,Stewart,2021-02-17,09:23:02,Payment related,Y,N,15.0,00:01:04,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2715,Diane,2021-02-17,09:34:34,Technical Support,Y,Y,94.0,00:06:10,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2716,Martha,2021-02-17,09:34:34,Technical Support,Y,Y,10.0,00:02:15,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2717,Joe,2021-02-17,09:53:17,Admin Support,Y,Y,96.0,00:04:12,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2718,Joe,2021-02-17,09:53:17,Admin Support,Y,Y,32.0,00:01:41,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2719,Becky,2021-02-17,09:59:02,Streaming,Y,Y,36.0,00:05:02,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2720,Martha,2021-02-17,09:59:02,Streaming,Y,Y,50.0,00:01:42,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2721,Stewart,2021-02-17,10:03:22,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2722,Martha,2021-02-17,10:03:22,Payment related,Y,Y,89.0,00:00:33,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2723,Diane,2021-02-17,10:36:29,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2724,Joe,2021-02-17,10:36:29,Admin Support,Y,Y,114.0,00:05:47,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2725,Martha,2021-02-17,10:43:41,Streaming,Y,Y,44.0,00:06:31,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2726,Joe,2021-02-17,10:43:41,Admin Support,Y,Y,100.0,00:06:06,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2727,Jim,2021-02-17,11:24:00,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2728,Jim,2021-02-17,11:24:00,Contract related,Y,Y,70.0,00:00:49,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2729,Martha,2021-02-17,11:24:00,Contract related,Y,Y,16.0,00:04:03,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2730,Becky,2021-02-17,11:24:00,Admin Support,Y,Y,49.0,00:01:04,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2731,Joe,2021-02-17,11:28:19,Streaming,Y,Y,96.0,00:05:48,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2732,Greg,2021-02-17,11:28:19,Admin Support,Y,Y,85.0,00:05:36,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2733,Martha,2021-02-17,11:42:43,Contract related,Y,Y,65.0,00:05:29,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2734,Martha,2021-02-17,11:42:43,Payment related,Y,Y,67.0,00:00:30,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2735,Greg,2021-02-17,12:05:46,Payment related,Y,Y,50.0,00:01:09,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2736,Becky,2021-02-17,12:05:46,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2737,Diane,2021-02-17,12:10:05,Contract related,Y,Y,79.0,00:03:22,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2738,Greg,2021-02-17,12:10:05,Technical Support,Y,Y,107.0,00:03:53,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2739,Martha,2021-02-17,12:11:31,Contract related,Y,N,52.0,00:04:50,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2740,Jim,2021-02-17,12:11:31,Streaming,Y,N,104.0,00:06:25,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2741,Joe,2021-02-17,12:17:17,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2742,Jim,2021-02-17,12:17:17,Contract related,Y,Y,63.0,00:00:54,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2743,Becky,2021-02-17,13:03:22,Technical Support,Y,Y,79.0,00:03:51,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2744,Greg,2021-02-17,13:03:22,Streaming,Y,N,21.0,00:06:31,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2745,Becky,2021-02-17,13:24:58,Technical Support,Y,Y,93.0,00:05:36,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2746,Joe,2021-02-17,13:24:58,Streaming,Y,Y,72.0,00:02:52,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2747,Greg,2021-02-17,13:36:29,Admin Support,Y,Y,84.0,00:04:32,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2748,Stewart,2021-02-17,13:36:29,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2749,Jim,2021-02-17,14:19:41,Admin Support,Y,Y,45.0,00:02:04,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2750,Stewart,2021-02-17,14:19:41,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2751,Dan,2021-02-17,14:29:46,Streaming,Y,N,49.0,00:01:21,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2752,Becky,2021-02-17,14:29:46,Admin Support,Y,Y,110.0,00:06:06,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2753,Diane,2021-02-17,14:32:38,Technical Support,Y,N,58.0,00:02:13,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2754,Joe,2021-02-17,14:32:38,Contract related,Y,Y,35.0,00:06:13,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2755,Dan,2021-02-17,15:02:53,Payment related,Y,Y,105.0,00:01:10,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2756,Diane,2021-02-17,15:02:53,Payment related,Y,Y,99.0,00:02:12,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
